Sample name,Sample type,Sample group,Matrix,Location,Compound,Analyte peak area,Analyte retention time,Internal standard peak area,Normalization factor
NIA Catfish 2-1 Grp E 20x dil,Sample,Blender,Biota,NIA,PFHxS,0.00E+00,0,3.93E+04,0.9985
NIA Catfish 2-2 Grp E 20x dil,Sample,Blender,Biota,NIA,PFHxS,0.00E+00,0,4.97E+04,0.8517
NIA Snail Grp E 20x dil,Sample,Homogenizer,Biota,NIA,PFHxS,6.95E+03,3.06,3.56E+04,1.5217
NIA Damselfly 1 Grp D 2x dil,Sample,Homogenizer,Biota,NIA,PFHxS,1.85E+03,3.05,3.21E+04,0.4005
NIA Damselfly 2 Grp D 2x dil,Sample,Homogenizer,Biota,NIA,PFHxS,2.13E+02,2.95,3.17E+04,0.352
NIA Dragonfly 1 Grp D 2x dil,Sample,Homogenizer,Biota,NIA,PFHxS,8.38E+02,3.01,2.39E+04,1.0018
NIA Catfish 1-1 Grp D 2x dil,Sample,Blender,Biota,NIA,PFHxS,2.25E+03,2.99,3.53E+04,0.811
NIA Catfish 1-2 Grp D 2x dil,Sample,Blender,Biota,NIA,PFHxS,1.73E+03,3,3.15E+04,0.8655
NIA Catfish 1-3 Grp D 2x dil,Sample,Blender,Biota,NIA,PFHxS,2.67E+03,3,2.40E+04,0.9952
NIA Sunfish 2-1 Grp D 2x dil,Sample,Blender,Biota,NIA,PFHxS,1.04E+03,2.8,2.35E+04,0.998
NIA Sunfish 2-2 Grp D 2x dil,Sample,Blender,Biota,NIA,PFHxS,3.57E+02,2.98,2.37E+04,1.3837
NIA Sunfish 2-3 Grp D 2x dil,Sample,Blender,Biota,NIA,PFHxS,0.00E+00,0,1.90E+04,1.1401
NIA Whirlygig 1 Grp E 2x dil,Sample,Pestle,Biota,NIA,PFHxS,6.16E+02,3,2.66E+04,0.3269
NIA Catfish 2-1 Grp E 2x dil,Sample,Blender,Biota,NIA,PFHxS,9.52E+02,3,1.58E+04,0.9985
NIA Catfish 2-2 Grp E 2x dil,Sample,Blender,Biota,NIA,PFHxS,1.25E+03,3.04,1.88E+04,0.8517
NIA Snail Grp E 2x dil,Sample,Homogenizer,Biota,NIA,PFHxS,1.12E+04,3.03,9.23E+03,1.5217
20MC Sed 2 Grp A lab blk,Blank,Lab,Sediment,,PFHxS,0.00E+00,0,2.13E+04,1
20MC Sed 2 Grp A field blk,Blank,Field,Sediment,20MC,PFHxS,0.00E+00,0,8.40E+03,1
20MC Sed 2 Grp A rep 1,Sample,Field,Sediment,20MC,PFHxS,0.00E+00,0,1.93E+04,0.9946
20MC Sed 2 Grp A rep 2,Sample,Field,Sediment,20MC,PFHxS,0.00E+00,2.46,1.97E+04,1.0023
20MC Sed 2 Grp A rep 3,Sample,Field,Sediment,20MC,PFHxS,0.00E+00,0,1.41E+04,0.9943
20MC Sed 3 Grp C lab blk,Blank,Lab,Sediment,20MC,PFHxS,0.00E+00,0,8.34E+03,1
20MC Sed 3 Grp C field blk,Blank,Field,Sediment,20MC,PFHxS,0.00E+00,0,6.76E+03,1
20MC Sed 3 Grp C rep 1,Sample,Field,Sediment,20MC,PFHxS,0.00E+00,2.65,2.17E+04,0.9937
20MC Sed 3 Grp C rep 2,Sample,Field,Sediment,20MC,PFHxS,0.00E+00,0,1.53E+04,1.0376
20MC Sed 3 Grp C rep 3,Sample,Field,Sediment,20MC,PFHxS,0.00E+00,2.91,2.16E+04,1.0013
20MC Sed 1 Grp B method blk,Blank,Lab,Sediment,20MC,PFHxS,0.00E+00,0,3.32E+03,1
20MC Sed 1 Grp B field blk,Blank,Field,Sediment,20MC,PFHxS,0.00E+00,0,2.19E+04,1
20MC Sed 1 Grp B rep 1,Sample,Field,Sediment,20MC,PFHxS,0.00E+00,0,7.43E+03,0.9924
20MC Sed 1 Grp B rep 2,Sample,Field,Sediment,20MC,PFHxS,0.00E+00,0,3.97E+03,0.9884
20MC Sed 1 Grp B rep 3,Sample,Field,Sediment,20MC,PFHxS,0.00E+00,0,4.58E+03,1.0116
NIA Sed 2 Grp F method blk 2x dil,Blank,Lab,Sediment,NIA,PFHxS,0.00E+00,2.47,8.32E+03,1
NIA Sed 2 Grp F field blk 2x dil,Blank,Field,Sediment,NIA,PFHxS,0.00E+00,2.64,1.32E+04,1
NIA Sed 2 Grp F rep 1 20x dil,Sample,Field,Sediment,NIA,PFHxS,7.46E+02,3.06,2.47E+04,1.0192
NIA Sed 2 Grp F rep 2 20x dil,Sample,Field,Sediment,NIA,PFHxS,1.31E+03,3.01,3.10E+04,1.0085
NIA Sed 2 Grp F rep 3 20x dil,Sample,Field,Sediment,NIA,PFHxS,1.34E+03,3,3.29E+04,1.0256
NIA HMBK Grp F 2x dil,Blank,Lab,Sediment,NIA,PFHxS,0.00E+00,0,3.02E+04,1
NIA BDBK Grp F 2x dil,Blank,Field,Sediment,NIA,PFHxS,0.00E+00,0,2.91E+04,1
NIA Sed 3 Grp F method blk 2x dil,Blank,Lab,Sediment,NIA,PFHxS,0.00E+00,0,3.89E+04,1
NIA Sed 3 Grp F field blk 2x dil,Blank,Field,Sediment,NIA,PFHxS,0.00E+00,0,4.08E+04,1
NIA Sed 3 Grp F rep 1 20x dil,Sample,Field,Sediment,NIA,PFHxS,0.00E+00,2.33,3.75E+04,1
NIA Sed 3 Grp F rep 2 20x dil,Sample,Field,Sediment,NIA,PFHxS,0.00E+00,1.97,3.50E+04,1.0103
NIA Sed 3 Grp F rep 3 20x dil,Sample,Field,Sediment,NIA,PFHxS,5.50E+02,3,4.04E+04,1.0548
NIA Sed 1 Grp E method blk 2x dil,Blank,Lab,Sediment,NIA,PFHxS,0.00E+00,0,2.23E+04,1
NIA Sed 1 Grp E field blk 2x dil,Blank,Field,Sediment,NIA,PFHxS,0.00E+00,0,1.77E+04,1
NIA Sed 1 Grp E rep 1 20x dil,Sample,Field,Sediment,NIA,PFHxS,0.00E+00,0,3.91E+04,1.0081
NIA Sed 1 Grp E rep 2 20x dil,Sample,Field,Sediment,NIA,PFHxS,0.00E+00,2.03,3.48E+04,0.9999
NIA Sed 1 Grp E rep 3 20x dil,Sample,Field,Sediment,NIA,PFHxS,0.00E+00,0,3.53E+04,1.0080
NIA Sed 3 rep 1 2x dil,Sample,Field,Sediment,NIA,PFHxS,2.52E+03,2.99,3.01E+04,1
NIA Sed 3 rep 2 2x dil,Sample,Field,Sediment,NIA,PFHxS,1.71E+03,3.02,2.66E+04,1.0103
NIA Sed 3 rep 3 2x dil,Sample,Field,Sediment,NIA,PFHxS,2.74E+03,2.99,2.32E+04,1.0548
NIA Sed 1 rep 1 2x dil,Sample,Field,Sediment,NIA,PFHxS,2.84E+03,3,2.13E+04,1.0081
NIA Sed 1 rep 2 2x dil,Sample,Field,Sediment,NIA,PFHxS,3.00E+03,2.95,1.66E+04,0.9999
NIA Sed 1 rep 3 2x dil,Sample,Field,Sediment,NIA,PFHxS,2.20E+03,2.99,2.12E+04,1.0080
NIA Sed 2 Grp F rep 1 2x dil,Sample,Field,Sediment,NIA,PFHxS,3.52E+03,3.01,1.71E+04,1.0192
NIA Sed 2 Grp F rep 2 2x dil,Sample,Field,Sediment,NIA,PFHxS,6.03E+03,2.99,1.62E+04,1.0085
NIA Sed 2 Grp F rep 3 2x dil,Sample,Field,Sediment,NIA,PFHxS,7.22E+03,2.99,1.55E+04,1.0256
0 ng/mL,Calibration curve,Lab,N/A,N/A,PFOS,6.30E+01,3.21,2.16E+04,1
0.1 ng/mL,Calibration curve,Lab,N/A,N/A,PFOS,1.82E+03,3.34,2.29E+04,1
0.2 ng/mL,Calibration curve,Lab,N/A,N/A,PFOS,3.61E+03,3.32,2.44E+04,1
0.5 ng/mL,Calibration curve,Lab,N/A,N/A,PFOS,6.11E+03,3.32,2.19E+04,1
1 ng/mL,Calibration curve,Lab,N/A,N/A,PFOS,1.14E+04,3.34,2.26E+04,1
2 ng/mL,Calibration curve,Lab,N/A,N/A,PFOS,2.84E+04,3.31,2.42E+04,1
5 ng/mL,Calibration curve,Lab,N/A,N/A,PFOS,6.75E+04,3.31,2.21E+04,1
10 ng/mL,Calibration curve,Lab,N/A,N/A,PFOS,1.10E+05,3.32,6.63E+04,1
20 ng/mL,Calibration curve,Lab,N/A,N/A,PFOS,1.96E+05,3.32,1.91E+04,1
0 ng/mL,Calibration curve,Lab,N/A,N/A,PFOS,0.00E+00,0,1.43E+04,1
0.1 ng/mL,Calibration curve,Lab,N/A,N/A,PFOS,9.19E+02,3.26,1.73E+04,1
0.2 ng/mL,Calibration curve,Lab,N/A,N/A,PFOS,1.89E+03,3.31,1.50E+04,1
0.5 ng/mL,Calibration curve,Lab,N/A,N/A,PFOS,4.78E+03,3.32,1.41E+04,1
1 ng/mL,Calibration curve,Lab,N/A,N/A,PFOS,8.28E+03,3.34,1.48E+04,1
2 ng/mL,Calibration curve,Lab,N/A,N/A,PFOS,1.99E+04,3.33,1.75E+04,1
5 ng/mL,Calibration curve,Lab,N/A,N/A,PFOS,5.26E+04,3.3,1.36E+04,1
10 ng/mL,Calibration curve,Lab,N/A,N/A,PFOS,7.75E+04,3.31,4.89E+04,1
20 ng/mL,Calibration curve,Lab,N/A,N/A,PFOS,1.68E+05,3.3,1.47E+04,1
50 ng/mL,Calibration curve,Lab,N/A,N/A,PFOS,3.19E+05,3.29,9.68E+03,1
0 ng/mL,Calibration curve,Lab,N/A,N/A,PFOS,0.00E+00,0,5.27E+03,1
0.1 ng/mL,Calibration curve,Lab,N/A,N/A,PFOS,6.62E+02,3.32,6.91E+03,1
0.2 ng/mL,Calibration curve,Lab,N/A,N/A,PFOS,1.07E+03,3.3,6.95E+03,1
0.5 ng/mL,Calibration curve,Lab,N/A,N/A,PFOS,2.04E+03,3.27,9.47E+03,1
1 ng/mL,Calibration curve,Lab,N/A,N/A,PFOS,4.12E+03,3.28,9.26E+03,1
2 ng/mL,Calibration curve,Lab,N/A,N/A,PFOS,1.55E+04,3.28,1.02E+04,1
5 ng/mL,Calibration curve,Lab,N/A,N/A,PFOS,3.02E+04,3.29,9.93E+03,1
10 ng/mL,Calibration curve,Lab,N/A,N/A,PFOS,4.70E+04,3.3,3.32E+04,1
20 ng/mL,Calibration curve,Lab,N/A,N/A,PFOS,1.04E+05,3.3,9.48E+03,1
50 ng/mL,Calibration curve,Lab,N/A,N/A,PFOS,2.18E+05,3.28,8.71E+03,1
0 ng/mL,Calibration curve,Lab,N/A,N/A,PFOS,0.00E+00,0,1.44E+04,1
0.1 ng/mL,Calibration curve,Lab,N/A,N/A,PFOS,5.07E+02,3.27,1.65E+04,1
0.2 ng/mL,Calibration curve,Lab,N/A,N/A,PFOS,1.81E+03,3.27,1.64E+04,1
0.5 ng/mL,Calibration curve,Lab,N/A,N/A,PFOS,4.23E+03,3.26,1.38E+04,1
1 ng/mL,Calibration curve,Lab,N/A,N/A,PFOS,7.40E+03,3.26,1.61E+04,1
2 ng/mL,Calibration curve,Lab,N/A,N/A,PFOS,2.31E+04,3.28,1.85E+04,1
5 ng/mL,Calibration curve,Lab,N/A,N/A,PFOS,5.40E+04,3.27,1.77E+04,1
10 ng/mL,Calibration curve,Lab,N/A,N/A,PFOS,7.34E+04,3.26,4.62E+04,1
20 ng/mL,Calibration curve,Lab,N/A,N/A,PFOS,1.69E+05,3.26,1.59E+04,1
50 ng/mL,Calibration curve,Lab,N/A,N/A,PFOS,3.42E+05,3.25,1.13E+04,1
20MC water ext 1 lab blank,Blank,Lab,Water,20MC,PFOS,0.00E+00,2.67,2.07E+04,1
20MC water ext 1 field blank,Blank,Field,Water,20MC,PFOS,0.00E+00,2.64,2.32E+04,1
20MC water ext 1 rep 1,Sample,Field,Water,20MC,PFOS,2.00E+03,3.35,2.18E+04,100
20MC water ext 1 rep 2,Sample,Field,Water,20MC,PFOS,3.39E+03,3.35,1.99E+04,100
20MC water ext 1 rep 3,Sample,Field,Water,20MC,PFOS,1.86E+03,3.31,1.92E+04,100
20MC water ext 2 lab blank,Blank,Lab,Water,20MC,PFOS,0.00E+00,0,1.84E+04,1
20MC water ext 2 field blank,Blank,Field,Water,20MC,PFOS,0.00E+00,3.31,1.54E+04,1
20MC water ext 2 rep 1,Sample,Field,Water,20MC,PFOS,2.13E+03,3.31,1.95E+04,100
20MC water ext 2 rep 2,Sample,Field,Water,20MC,PFOS,1.26E+03,3.32,1.86E+04,100
20MC water ext 2 rep 3,Sample,Field,Water,20MC,PFOS,2.28E+03,3.32,1.47E+04,100
NIA water ext Grp E lab blank,Blank,Lab,Water,NIA,PFOS,0.00E+00,3.55,5.87E+04,1
NIA water ext Grp E Field blank,Blank,Field,Water,NIA,PFOS,0.00E+00,3.08,6.38E+04,1
NIA water ext Grp E rep 1,Sample,Field,Water,NIA,PFOS,3.29E+04,3.31,7.14E+04,100
NIA water ext Grp E rep 2,Sample,Field,Water,NIA,PFOS,2.83E+04,3.3,6.37E+04,100
NIA water ext Grp E rep 3,Sample,Field,Water,NIA,PFOS,2.88E+04,3.29,6.83E+04,100
NIA water ext Grp F lab blank,Blank,Lab,Water,NIA,PFOS,0.00E+00,3,5.46E+04,1
NIA water ext Grp F Field blank,Blank,Field,Water,NIA,PFOS,0.00E+00,3.13,7.78E+04,1
NIA water ext Grp F rep 1,Sample,Field,Water,NIA,PFOS,3.22E+04,3.3,5.34E+04,100
NIA water ext Grp F rep 2,Sample,Field,Water,NIA,PFOS,3.58E+04,3.3,6.87E+04,100
NIA water ext Grp F rep 3,Sample,Field,Water,NIA,PFOS,2.12E+04,3.31,5.58E+04,100
NIA water ext Grp D lab blank,Blank,Lab,Water,NIA,PFOS,0.00E+00,3.12,4.03E+04,1
NIA water ext Grp D Field blank,Blank,Field,Water,NIA,PFOS,0.00E+00,3.05,5.41E+04,1
NIA water ext Grp D rep 1,Sample,Field,Water,NIA,PFOS,2.33E+04,3.32,4.54E+04,100
NIA water ext Grp D rep 2,Sample,Field,Water,NIA,PFOS,2.70E+04,3.3,5.64E+04,100
NIA water ext Grp D rep 3,Sample,Field,Water,NIA,PFOS,2.54E+04,3.3,5.57E+04,100
NIA water ext Grp D spike,Spike,Field,Water,NIA,PFOS,7.81E+04,3.3,3.91E+04,1
NIA water ext Grp E spike,Spike,Field,Water,NIA,PFOS,4.64E+04,3.31,5.66E+04,1
20MC water ext 2 spike,Spike,Field,Water,20MC,PFOS,6.81E+04,3.32,1.75E+04,1
20MC water ext 1 spike,Spike,Field,Water,20MC,PFOS,5.70E+04,3.33,1.81E+04,1
20MC blender blk Grp B,Blank,Blender,Biota,20MC,PFOS,6.72E+02,3.33,1.63E+04,1
20MC catfish Grp B rep 1,Sample,Blender,Biota,20MC,PFOS,4.38E+04,3.3,2.00E+04,1.0748
20MC catfish Grp B rep 2,Sample,Blender,Biota,20MC,PFOS,5.23E+04,3.23,2.11E+04,1.009
20MC catfish Grp B rep 3,Sample,Blender,Biota,20MC,PFOS,3.70E+04,3.29,1.61E+04,1.0164
20MC snail Grp B rep 1,Sample,Blender,Biota,20MC,PFOS,6.68E+02,3.32,1.42E+04,1.0074
20MC snail Grp B rep 2,Sample,Blender,Biota,20MC,PFOS,1.56E+02,3.32,1.36E+04,1.1286
20MC snail Grp B rep 3,Sample,Blender,Biota,20MC,PFOS,1.38E+02,3.13,1.25E+04,1.0855
20MC sunfish Grp B rep 1,Sample,Blender,Biota,20MC,PFOS,7.32E+04,3.32,1.39E+04,1.0472
20MC sunfish Grp B rep 2,Sample,Blender,Biota,20MC,PFOS,1.24E+05,3.27,1.44E+04,1.0903
20MC sunfish Grp B rep 3,Sample,Blender,Biota,20MC,PFOS,7.20E+04,3.3,1.07E+04,1.023
20MC Catfish 2 blender blk Grp C ,Blank,Blender,Biota,20MC,PFOS,1.54E+02,3.33,3.83E+04,1
20MC Catfish 2 Grp C rep 1,Sample,Blender,Biota,20MC,PFOS,4.42E+04,3.25,4.94E+04,1.086
20MC Catfish 2 Grp C rep 2,Sample,Blender,Biota,20MC,PFOS,4.31E+04,3.24,4.67E+04,1.0618
20MC Catfish 2 Grp C rep 3,Sample,Blender,Biota,20MC,PFOS,2.82E+04,3.24,3.89E+04,1.0268
20MC Crayfish Grp C blank,Blank,Blender,Biota,20MC,PFOS,3.15E+02,3.24,3.28E+04,1
20MC Crayfish Grp C rep 1,Sample,Blender,Biota,20MC,PFOS,1.13E+03,3.29,4.77E+04,1.0985
20MC Crayfish Grp C rep 2,Sample,Blender,Biota,20MC,PFOS,2.98E+02,3.25,0.00E+00,1.0701
20MC Crayfish Grp C rep 3,Sample,Blender,Biota,20MC,PFOS,4.15E+02,3.25,5.33E+04,0.719
20MC Homogenizer blk Grp C,Blank,Homogenizer,Biota,20MC,PFOS,0.00E+00,0,3.60E+04,1
20MC Mayfly Grp C rep 1,Sample,Homogenizer,Biota,20MC,PFOS,1.53E+04,3.33,3.73E+04,0.2434
20MC Mayfly Grp C rep 2,Sample,Homogenizer,Biota,20MC,PFOS,1.49E+04,3.27,4.67E+04,0.2421
20MC Mayfly Grp C rep 3,Sample,Homogenizer,Biota,20MC,PFOS,1.41E+04,3.32,4.41E+04,0.1754
20MC Mortar and Pestle blk Grp A,Blank,Pestle,Biota,20MC,PFOS,8.40E+01,3.3,3.77E+04,1
20MC Beetle Grp A,Sample,Pestle,Biota,20MC,PFOS,4.08E+03,3.29,1.12E+04,0.3872
20MC Stick bug Grp A,Sample,Pestle,Biota,20MC,PFOS,9.64E+03,3.28,1.61E+04,0.2556
20MC Minnow Grp A rep 1,Sample,Blender,Biota,20MC,PFOS,2.44E+04,3.26,1.73E+04,1.085
20MC Minnow Grp A rep 2,Sample,Blender,Biota,20MC,PFOS,2.15E+04,3.25,1.87E+04,0.9924
20MC Minnow Grp A rep 3,Sample,Blender,Biota,20MC,PFOS,1.44E+04,3.25,7.96E+03,1.012
NIA Blender Blk Grp D 2x dil,Blank,Blender,Biota,NIA,PFOS,8.40E+01,3.32,3.98E+04,1
NIA Catfish 1-1 Grp D 20x dil,Sample,Blender,Biota,NIA,PFOS,2.76E+04,3.32,4.38E+04,0.811
NIA Catfish 1-2 Grp D 20x dil,Sample,Blender,Biota,NIA,PFOS,2.59E+04,3.3,4.91E+04,0.8655
NIA Catfish 1-3 Grp D 20x dil,Sample,Blender,Biota,NIA,PFOS,3.77E+04,3.29,5.65E+04,0.9952
NIA Sunfish 2-1 Grp D 20x dil,Sample,Blender,Biota,NIA,PFOS,8.95E+04,3.31,4.41E+04,0.998
NIA Sunfish 2-2 Grp D 20x dil,Sample,Blender,Biota,NIA,PFOS,1.38E+05,3.3,5.03E+04,1.3837
NIA Sunfish 2-3 Grp D 20x dil,Sample,Blender,Biota,NIA,PFOS,1.00E+05,3.31,4.69E+04,1.1401
NIA Homogenizer Blk Grp D 2x dil,Blank,Homogenizer,Biota,NIA,PFOS,2.68E+02,3.32,5.71E+04,1
NIA Damselfly 1 Grp D 20x dil,Sample,Homogenizer,Biota,NIA,PFOS,4.79E+03,3.32,3.74E+04,1.0018
NIA Damselfly 2 Grp D 20x dil,Sample,Homogenizer,Biota,NIA,PFOS,3.00E+03,3.32,3.88E+04,0.4005
NIA Dragonfly 1 Grp D 20x dil,Sample,Homogenizer,Biota,NIA,PFOS,7.63E+03,3.31,3.91E+04,0.352
NIA Mortar and Pestle Blk Grp E 2x dil,Blank,Pestle,Biota,NIA,PFOS,2.10E+02,3.28,4.55E+04,1
NIA Catfish Blk Grp E 2x dil,Blank,Blender,Biota,NIA,PFOS,0.00E+00,0,4.44E+04,1
NIA Whirlygig 1 Grp E 20x dil,Sample,Pestle,Biota,NIA,PFOS,1.37E+04,3.33,4.98E+04,0.3269
NIA Catfish 2-1 Grp E 20x dil,Sample,Blender,Biota,NIA,PFOS,1.67E+04,3.35,4.72E+04,0.9985
NIA Catfish 2-2 Grp E 20x dil,Sample,Blender,Biota,NIA,PFOS,1.60E+04,3.32,4.46E+04,0.8517
NIA Snail Grp E 20x dil,Sample,Homogenizer,Biota,NIA,PFOS,2.57E+04,3.3,4.15E+04,1.5217
NIA Damselfly 1 Grp D 2x dil,Sample,Homogenizer,Biota,NIA,PFOS,4.57E+04,3.3,3.46E+04,0.4005
NIA Damselfly 2 Grp D 2x dil,Sample,Homogenizer,Biota,NIA,PFOS,2.87E+04,3.31,3.49E+04,0.352
NIA Dragonfly 1 Grp D 2x dil,Sample,Homogenizer,Biota,NIA,PFOS,5.98E+04,3.33,3.13E+04,1.0018
NIA Catfish 1-1 Grp D 2x dil,Sample,Blender,Biota,NIA,PFOS,1.76E+05,3.3,3.20E+04,0.811
NIA Catfish 1-2 Grp D 2x dil,Sample,Blender,Biota,NIA,PFOS,1.31E+05,3.32,2.85E+04,0.8655
NIA Catfish 1-3 Grp D 2x dil,Sample,Blender,Biota,NIA,PFOS,1.89E+05,3.26,1.82E+04,0.9952
NIA Sunfish 2-1 Grp D 2x dil,Sample,Blender,Biota,NIA,PFOS,3.44E+05,3.32,1.50E+04,0.998
NIA Sunfish 2-2 Grp D 2x dil,Sample,Blender,Biota,NIA,PFOS,3.97E+05,3.3,1.75E+04,1.3837
NIA Sunfish 2-3 Grp D 2x dil,Sample,Blender,Biota,NIA,PFOS,5.29E+05,3.33,1.69E+04,1.1401
NIA Whirlygig 1 Grp E 2x dil,Sample,Pestle,Biota,NIA,PFOS,6.54E+04,3.3,2.24E+04,0.3269
NIA Catfish 2-1 Grp E 2x dil,Sample,Blender,Biota,NIA,PFOS,8.82E+04,3.32,1.71E+04,0.9985
NIA Catfish 2-2 Grp E 2x dil,Sample,Blender,Biota,NIA,PFOS,9.87E+04,3.32,2.03E+04,0.8517
NIA Snail Grp E 2x dil,Sample,Homogenizer,Biota,NIA,PFOS,9.50E+04,3.31,9.97E+03,1.5217
20MC Sed 2 Grp A lab blk,Blank,Lab,Sediment,,PFOS,0.00E+00,2.66,2.88E+04,1
20MC Sed 2 Grp A field blk,Blank,Field,Sediment,20MC,PFOS,0.00E+00,0,1.55E+04,1
20MC Sed 2 Grp A rep 1,Sample,Field,Sediment,20MC,PFOS,1.05E+03,3.35,1.75E+04,0.9946
20MC Sed 2 Grp A rep 2,Sample,Field,Sediment,20MC,PFOS,1.01E+03,3.31,1.64E+04,1.0023
20MC Sed 2 Grp A rep 3,Sample,Field,Sediment,20MC,PFOS,1.25E+03,3.29,1.52E+04,0.9943
20MC Sed 3 Grp C lab blk,Blank,Lab,Sediment,20MC,PFOS,0.00E+00,0,1.72E+04,1
20MC Sed 3 Grp C field blk,Blank,Field,Sediment,20MC,PFOS,0.00E+00,0,8.17E+03,1
20MC Sed 3 Grp C rep 1,Sample,Field,Sediment,20MC,PFOS,1.96E+03,3.32,2.00E+04,0.9937
20MC Sed 3 Grp C rep 2,Sample,Field,Sediment,20MC,PFOS,1.82E+03,3.32,1.55E+04,1.0376
20MC Sed 3 Grp C rep 3,Sample,Field,Sediment,20MC,PFOS,1.51E+03,3.34,1.96E+04,1.0013
20MC Sed 1 Grp B method blk,Blank,Lab,Sediment,20MC,PFOS,0.00E+00,2.28,6.53E+03,1
20MC Sed 1 Grp B field blk,Blank,Field,Sediment,20MC,PFOS,0.00E+00,0,2.73E+04,1
20MC Sed 1 Grp B rep 1,Sample,Field,Sediment,20MC,PFOS,1.73E+03,3.27,7.43E+03,0.9924
20MC Sed 1 Grp B rep 2,Sample,Field,Sediment,20MC,PFOS,1.54E+03,3.27,5.84E+03,0.9884
20MC Sed 1 Grp B rep 3,Sample,Field,Sediment,20MC,PFOS,9.66E+02,3.31,5.53E+03,1.0116
NIA Sed 2 Grp F method blk 2x dil,Blank,Lab,Sediment,NIA,PFOS,0.00E+00,0,1.88E+04,1
NIA Sed 2 Grp F field blk 2x dil,Blank,Field,Sediment,NIA,PFOS,0.00E+00,2.3,2.85E+04,1
NIA Sed 2 Grp F rep 1 20x dil,Sample,Field,Sediment,NIA,PFOS,3.28E+03,3.31,3.02E+04,1.0192
NIA Sed 2 Grp F rep 2 20x dil,Sample,Field,Sediment,NIA,PFOS,4.72E+03,3.28,3.09E+04,1.0085
NIA Sed 2 Grp F rep 3 20x dil,Sample,Field,Sediment,NIA,PFOS,7.50E+03,3.31,3.42E+04,1.0256
NIA HMBK Grp F 2x dil,Blank,Lab,Sediment,NIA,PFOS,0.00E+00,0,3.49E+04,1
NIA BDBK Grp F 2x dil,Blank,Field,Sediment,NIA,PFOS,0.00E+00,2.44,3.31E+04,1
NIA Sed 3 Grp F method blk 2x dil,Blank,Lab,Sediment,NIA,PFOS,0.00E+00,3.08,3.58E+04,1
NIA Sed 3 Grp F field blk 2x dil,Blank,Field,Sediment,NIA,PFOS,0.00E+00,2.87,3.89E+04,1
NIA Sed 3 Grp F rep 1 20x dil,Sample,Field,Sediment,NIA,PFOS,2.88E+03,3.3,3.89E+04,1
NIA Sed 3 Grp F rep 2 20x dil,Sample,Field,Sediment,NIA,PFOS,1.95E+03,3.29,3.06E+04,1.0103
NIA Sed 3 Grp F rep 3 20x dil,Sample,Field,Sediment,NIA,PFOS,3.06E+03,3.32,4.05E+04,1.0548
NIA Sed 1 Grp E method blk 2x dil,Blank,Lab,Sediment,NIA,PFOS,0.00E+00,0,3.52E+04,1
NIA Sed 1 Grp E field blk 2x dil,Blank,Field,Sediment,NIA,PFOS,0.00E+00,0,3.56E+04,1
NIA Sed 1 Grp E rep 1 20x dil,Sample,Field,Sediment,NIA,PFOS,3.36E+03,3.29,3.79E+04,1.0081
NIA Sed 1 Grp E rep 2 20x dil,Sample,Field,Sediment,NIA,PFOS,2.56E+03,3.29,3.49E+04,0.9999
NIA Sed 1 Grp E rep 3 20x dil,Sample,Field,Sediment,NIA,PFOS,2.41E+03,3.29,3.59E+04,1.0080
NIA Sed 3 rep 1 2x dil,Sample,Field,Sediment,NIA,PFOS,2.56E+04,3.29,3.29E+04,1
NIA Sed 3 rep 2 2x dil,Sample,Field,Sediment,NIA,PFOS,1.53E+04,3.3,2.28E+04,1.0103
NIA Sed 3 rep 3 2x dil,Sample,Field,Sediment,NIA,PFOS,1.91E+04,3.25,2.06E+04,1.0548
NIA Sed 1 rep 1 2x dil,Sample,Field,Sediment,NIA,PFOS,1.81E+04,3.28,1.83E+04,1.0081
NIA Sed 1 rep 2 2x dil,Sample,Field,Sediment,NIA,PFOS,1.70E+04,3.28,1.98E+04,0.9999
NIA Sed 1 rep 3 2x dil,Sample,Field,Sediment,NIA,PFOS,1.19E+04,3.3,2.00E+04,1.0080
NIA Sed 2 Grp F rep 1 2x dil,Sample,Field,Sediment,NIA,PFOS,2.02E+04,3.31,1.26E+04,1.0192
NIA Sed 2 Grp F rep 2 2x dil,Sample,Field,Sediment,NIA,PFOS,2.39E+04,3.29,1.48E+04,1.0085
NIA Sed 2 Grp F rep 3 2x dil,Sample,Field,Sediment,NIA,PFOS,3.60E+04,3.26,1.36E+04,1.0256
