Sample name ,Sample type,Sample group,Matrix,Location,Compound,Analyte peak area,Analyte retention time (min),Internal standard peak area,Internal standard retention time (min),Normalization factor,
NIA_20 ng/mL,Calibration curve,Lab,N/A,NIA,PFDA,8.70E+05,4.21,9.47E+04,4.2,1,FALSE
NIA_40 ng/mL,Calibration curve,Lab,N/A,NIA,PFDA,1.41E+06,4.19,8.89E+04,4.18,1,FALSE
NIA_100 ng/mL,Calibration curve,Lab,N/A,NIA,PFDA,3.55E+06,4.19,9.67E+04,4.19,1,FALSE
NIA_GroupF_Blender_Blank_2x,Blank,Blender,Biota,NIA,PFDA,5.71E+02,4.21,1.20E+04,4.17,1,FALSE
NIA_GroupF_Biota_Spike_2x,Spike,Blender,Biota,NIA,PFDA,5.91E+04,4.16,2.52E+04,4.17,1,FALSE
NIA_GroupF_Mortar_Blank_2x,Blank,Pestle,Biota,NIA,PFDA,2.65E+03,4.2,1.30E+04,4.18,1,FALSE
NIA_GroupF_Homogenizer_Blank_2x,Blank,Homogenizer,Biota,NIA,PFDA,8.58E+02,4.19,1.35E+04,4.19,1,FALSE
NIA_GroupF_Crayfish_20x,Sample,Pestle,Biota,NIA,PFDA,8.19E+02,4.19,1.55E+04,4.16,1.338,FALSE
NIA_GroupF_Bug_20x,Sample,Pestle,Biota,NIA,PFDA,0.00E+00,0,1.97E+04,4.2,0.2843,FALSE
NIA_GroupF_Shrimp_1_20x,Sample,Homogenizer,Biota,NIA,PFDA,8.55E+02,4.18,2.13E+04,4.17,0.9854,FALSE
NIA_GroupF_Shrimp_2_20x,Sample,Homogenizer,Biota,NIA,PFDA,8.57E+02,4.18,2.13E+04,4.19,1.0054,FALSE
NIA_GroupF_Shrimp_3_20x,Sample,Homogenizer,Biota,NIA,PFDA,1.82E+03,4.22,2.13E+04,4.17,1.0363,FALSE
NIA_GroupF_Shrimp_4_20x,Sample,Homogenizer,Biota,NIA,PFDA,1.43E+03,4.19,2.31E+04,4.17,1.2382,FALSE
NIA_GroupF_Catfish_1A_20x,Sample,Blender,Biota,NIA,PFDA,1.25E+03,4.16,2.15E+04,4.16,1.0587,FALSE
NIA_GroupF_Catfish_1B_20x,Sample,Blender,Biota,NIA,PFDA,2.33E+03,4.17,2.41E+04,4.2,1.1866,FALSE
NIA_GroupF_Catfish_1C_20x,Sample,Blender,Biota,NIA,PFDA,3.18E+03,4.2,2.72E+04,4.18,1.4201,FALSE
NIA_GroupF_Catfish_2_20x,Sample,Blender,Biota,NIA,PFDA,1.08E+03,4.21,2.99E+04,4.19,0.4611,FALSE
NIA_GroupF_Catfish_3_20x,Sample,Blender,Biota,NIA,PFDA,8.58E+02,4.21,3.74E+04,4.17,0.4665,FALSE
NIA_GroupF_Catfish_4_20x,Sample,Blender,Biota,NIA,PFDA,2.36E+03,4.17,4.01E+04,4.18,0.424,FALSE
NIA_GroupF_Crayfish_2x,Sample,Pestle,Biota,NIA,PFDA,5.10E+03,4.2,2.33E+04,4.19,1.338,FALSE
NIA_GroupF_Bug_2x,Sample,Pestle,Biota,NIA,PFDA,1.95E+03,4.16,1.87E+04,4.16,0.2843,FALSE
NIA_GroupF_Shrimp_1_2x,Sample,Homogenizer,Biota,NIA,PFDA,1.59E+03,4.22,7.89E+03,4.16,0.9854,FALSE
NIA_GroupF_Shrimp_2_2x,Sample,Homogenizer,Biota,NIA,PFDA,3.65E+02,4.23,0.00E+00,0,1.0054,TRUE
NIA_GroupF_Shrimp_3_2x,Sample,Homogenizer,Biota,NIA,PFDA,3.41E+03,4.18,8.99E+03,4.2,1.0363,FALSE
NIA_GroupF_Shrimp_4_2x,Sample,Homogenizer,Biota,NIA,PFDA,3.47E+03,4.21,9.62E+03,4.19,1.2382,FALSE
NIA_GroupF_Catfish_1A_2x,Sample,Blender,Biota,NIA,PFDA,7.07E+03,4.19,1.07E+04,4.17,1.0587,FALSE
NIA_GroupF_Catfish_1B_2x,Sample,Blender,Biota,NIA,PFDA,0.00E+00,0,0.00E+00,0,1.1866,TRUE
NIA_GroupF_Catfish_1C_2x,Sample,Blender,Biota,NIA,PFDA,0.00E+00,0,0.00E+00,0,1.4201,TRUE
NIA_GroupF_Catfish_2_2x,Sample,Blender,Biota,NIA,PFDA,0.00E+00,0,0.00E+00,0,0.4611,TRUE
NIA_GroupF_Catfish_3_2x,Sample,Blender,Biota,NIA,PFDA,0.00E+00,0,0.00E+00,0,0.4665,TRUE
NIA_GroupF_Catfish_4_2x,Sample,Blender,Biota,NIA,PFDA,0.00E+00,0,0.00E+00,0,0.424,TRUE
NIA_GroupD_Blender_Blank,Blank,Blender,Biota,NIA,PFDA,2.36E+04,4.18,8.56E+04,4.17,1,FALSE
NIA_GroupD_Biota_Spike,Spike,Blender,Biota,NIA,PFDA,5.15E+05,4.21,7.76E+04,4.2,1,FALSE
NIA_GroupD_Bluegill_1_20x,Sample,Blender,Biota,NIA,PFDA,6.33E+03,4.19,7.75E+04,4.19,0.4212,FALSE
NIA_GroupD_Bluegill_2_20x,Sample,Blender,Biota,NIA,PFDA,2.67E+03,4.23,8.62E+04,4.2,0.3059,FALSE
NIA_GroupD_Bluegill_3_20x,Sample,Blender,Biota,NIA,PFDA,4.17E+03,4.18,6.48E+04,4.2,0.5911,FALSE
NIA_GroupD_Crayfish_1_20x,Sample,Pestle,Biota,NIA,PFDA,4.59E+03,4.21,7.56E+04,4.19,1.0304,FALSE
NIA_GroupD_Crayfish_2_20x,Sample,Pestle,Biota,NIA,PFDA,3.00E+03,4.19,7.40E+04,4.19,1.056,FALSE
NIA_GroupD_Crayfish_3_20x,Sample,Pestle,Biota,NIA,PFDA,3.15E+03,4.21,6.93E+04,4.2,0.9936,FALSE
NIA_GroupD_Bug_20x,Sample,Pestle,Biota,NIA,PFDA,3.54E+03,4.2,6.21E+04,4.17,0.2205,FALSE
NIA_GroupD_Bluegill_1_2x,Sample,Blender,Biota,NIA,PFDA,1.66E+04,4.19,6.25E+04,4.2,0.4212,FALSE
NIA_GroupD_Bluegill_2_2x,Sample,Blender,Biota,NIA,PFDA,1.76E+03,4.21,4.80E+04,4.2,0.3059,FALSE
NIA_GroupD_Bluegill_3_2x,Sample,Blender,Biota,NIA,PFDA,8.41E+03,4.17,2.45E+04,4.17,0.5911,FALSE
NIA_GroupD_Crayfish_1_2x,Sample,Pestle,Biota,NIA,PFDA,5.82E+03,4.16,2.07E+04,4.16,1.0304,FALSE
NIA_GroupD_Crayfish_2_2x,Sample,Pestle,Biota,NIA,PFDA,3.12E+03,4.19,1.37E+04,4.16,1.056,FALSE
NIA_GroupD_Crayfish_3_2x,Sample,Pestle,Biota,NIA,PFDA,2.45E+03,4.15,1.01E+04,4.17,0.9936,FALSE
NIA_GroupD_Bug_2x,Sample,Pestle,Biota,NIA,PFDA,4.18E+03,4.17,1.60E+04,4.16,0.2205,FALSE
NIA_GroupD_sediment_lab_blank,Blank,Lab,Sediment,NIA,PFDA,7.49E+02,4.26,2.17E+04,4.19,1,FALSE
NIA_GroupD_sediment_field_blank,Blank,Field,Sediment,NIA,PFDA,1.60E+04,4.19,2.20E+04,4.18,1,FALSE
NIA_GroupD_sediment_spike,Spike,Field,Sediment,NIA,PFDA,7.81E+04,4.19,1.62E+04,4.19,1,FALSE
NIA_GroupD_sediment_sample_1_20x,Sample,Field,Sediment,NIA,PFDA,1.74E+03,4.2,2.42E+04,4.18,1.0042,FALSE
NIA_GroupD_sediment_sample_2_20x,Sample,Field,Sediment,NIA,PFDA,1.05E+03,4.18,3.35E+04,4.19,1.0087,FALSE
NIA_GroupD_sediment_sample_3_20x,Sample,Field,Sediment,NIA,PFDA,9.03E+02,4.2,4.09E+04,4.19,1.009,FALSE
NIA_GroupD_sediment_sample_1_2x,Sample,Field,Sediment,NIA,PFDA,1.38E+03,4.2,2.89E+04,4.2,1.0042,FALSE
NIA_GroupD_sediment_sample_2_2x,Sample,Field,Sediment,NIA,PFDA,1.40E+03,4.19,2.18E+04,4.18,1.0087,FALSE
NIA_GroupD_sediment_sample_3_2x,Sample,Field,Sediment,NIA,PFDA,1.37E+03,4.18,1.69E+04,4.2,1.009,FALSE
NIA_GroupE_Blender_Blank,Blank,Blender,Biota,NIA,PFDA,4.72E+02,4.18,1.88E+04,4.19,1,FALSE
NIA_GroupE_Biota_Spike,Spike,Homogenizer,Biota,NIA,PFDA,1.67E+05,4.18,2.61E+04,4.18,1,FALSE
NIA_GroupE_Shrimp_1_20x,Sample,Homogenizer,Biota,NIA,PFDA,2.53E+03,4.25,3.06E+04,4.18,1.0419,FALSE
NIA_GroupE_Shrimp_2_20x,Sample,Homogenizer,Biota,NIA,PFDA,1.22E+03,4.18,3.21E+04,4.17,1.0003,FALSE
NIA_GroupE_Shrimp_3_20x,Sample,Homogenizer,Biota,NIA,PFDA,1.51E+03,4.18,3.33E+04,4.17,1.0657,FALSE
NIA_GroupE_Shrimp_4_20x,Sample,Homogenizer,Biota,NIA,PFDA,1.30E+03,4.21,3.49E+04,4.17,2.4803,FALSE
NIA_GroupE_Shrimp_5_20x,Sample,Homogenizer,Biota,NIA,PFDA,1.07E+03,4.19,3.30E+04,4.21,5.9906,FALSE
NIA_GroupE_Shrimp_6_20x,Sample,Homogenizer,Biota,NIA,PFDA,1.45E+03,4.23,3.49E+04,4.18,1,FALSE
NIA_GroupE_PumpkinSeed_1_20x,Sample,Homogenizer,Biota,NIA,PFDA,1.22E+03,4.21,3.61E+04,4.19,0.8698,FALSE
NIA_GroupE_PumpkinSeed_2_20x,Sample,Homogenizer,Biota,NIA,PFDA,3.47E+03,4.19,3.46E+04,4.18,0.8784,FALSE
NIA_GroupE_PumpkinSeed_3_20x,Sample,Homogenizer,Biota,NIA,PFDA,1.13E+03,4.2,4.21E+04,4.19,0.2329,FALSE
NIA_GroupE_Spider_1_20x,Sample,Homogenizer,Biota,NIA,PFDA,1.40E+03,4.24,5.35E+04,4.2,0.0129,FALSE
NIA_GroupE_Beetle_1_20x,Sample,Pestle,Biota,NIA,PFDA,1.81E+03,4.18,5.30E+04,4.19,0.07,FALSE
NIA_GroupE_Nymph_1_20x,Sample,Homogenizer,Biota,NIA,PFDA,1.60E+03,4.19,6.73E+04,4.17,0.2131,FALSE
NIA_GroupE_Shrimp_1_2x,Sample,Homogenizer,Biota,NIA,PFDA,1.39E+04,4.18,4.79E+04,4.18,1.0419,FALSE
NIA_GroupE_Shrimp_2_2x,Sample,Homogenizer,Biota,NIA,PFDA,3.91E+03,4.14,1.33E+04,4.13,1.0003,FALSE
NIA_GroupE_Shrimp_3_2x,Sample,Homogenizer,Biota,NIA,PFDA,2.21E+03,4.18,1.10E+04,4.17,1.0657,FALSE
NIA_GroupE_Shrimp_4_2x,Sample,Homogenizer,Biota,NIA,PFDA,2.27E+03,4.14,8.38E+03,4.16,2.4803,FALSE
NIA_GroupE_Shrimp_5_2x,Sample,Homogenizer,Biota,NIA,PFDA,1.79E+03,4.17,8.98E+03,4.18,5.9906,FALSE
NIA_GroupE_Shrimp_6_2x,Sample,Homogenizer,Biota,NIA,PFDA,1.82E+03,4.16,8.14E+03,4.16,1,FALSE
NIA_GroupE_PumpkinSeed_1_2x,Sample,Homogenizer,Biota,NIA,PFDA,1.57E+03,4.17,8.85E+03,4.17,0.8698,FALSE
NIA_GroupE_PumpkinSeed_2_2x,Sample,Homogenizer,Biota,NIA,PFDA,7.46E+03,4.18,8.96E+03,4.19,0.8784,FALSE
NIA_GroupE_PumpkinSeed_3_2x,Sample,Homogenizer,Biota,NIA,PFDA,4.30E+02,4.17,9.66E+03,4.15,0.2329,FALSE
NIA_GroupE_Spider_1_2x,Sample,Homogenizer,Biota,NIA,PFDA,3.42E+02,4.23,1.32E+04,4.18,0.0129,FALSE
NIA_GroupE_Beetle_1_2x,Sample,Pestle,Biota,NIA,PFDA,1.33E+03,4.17,1.17E+04,4.18,0.07,FALSE
NIA_GroupE_Nymph_1_2x,Sample,Homogenizer,Biota,NIA,PFDA,9.37E+02,4.18,1.52E+04,4.19,0.2131,FALSE
NIA_GroupE_Sediment_Lab_Blank,Blank,Lab,Sediment,NIA,PFDA,6.80E+02,4.21,1.54E+04,4.17,1,FALSE
NIA_GroupE_Sediment_Field_Blank,Blank,Field,Sediment,NIA,PFDA,5.98E+03,4.2,1.53E+04,4.18,1,FALSE
NIA_GroupE_Sediment_Spike,Spike,Field,Sediment,NIA,PFDA,7.22E+04,4.18,1.16E+04,4.18,1,FALSE
NIA_GroupE_Sediment_Sample_1_20x,Sample,Field,Sediment,NIA,PFDA,1.43E+03,4.21,1.65E+04,4.18,0.9983,FALSE
NIA_GroupE_Sediment_Sample_2_20x,Sample,Field,Sediment,NIA,PFDA,5.36E+02,4.16,1.81E+04,4.17,1.0174,FALSE
NIA_GroupE_Sediment_Sample_3_20x,Sample,Field,Sediment,NIA,PFDA,3.53E+02,4.18,2.17E+04,4.17,1.0034,FALSE
NIA_GroupE_Sediment_Sample_1_2x,Sample,Field,Sediment,NIA,PFDA,1.21E+03,4.19,2.07E+04,4.16,0.9983,FALSE
NIA_GroupE_Sediment_Sample_2_2x,Sample,Field,Sediment,NIA,PFDA,8.20E+02,4.18,1.62E+04,4.18,1.0174,FALSE
NIA_GroupE_Sediment_Sample_3_2x,Sample,Field,Sediment,NIA,PFDA,8.92E+02,4.18,1.44E+04,4.19,1.0034,FALSE
NIA_GroupF_Sediment_Lab_Blank,Blank,Lab,Sediment,NIA,PFDA,2.74E+02,4.21,1.44E+04,4.19,0,FALSE
NIA_GroupF_Sediment_Field_Blank,Blank,Field,Sediment,NIA,PFDA,6.23E+03,4.21,1.19E+04,4.21,0,FALSE
NIA_GroupF_Sediment_Spike,Spike,Field,Sediment,NIA,PFDA,8.00E+04,4.19,1.36E+04,4.2,0,FALSE
NIA_GroupF_Sediment_Sample_1_20x,Sample,Field,Sediment,NIA,PFDA,1.19E+03,4.21,1.73E+04,4.19,0.9944,FALSE
NIA_GroupF_Sediment_Sample_2_20x,Sample,Field,Sediment,NIA,PFDA,6.12E+02,4.2,1.78E+04,4.2,0.9981,FALSE
NIA_GroupF_Sediment_Sample_3_20x,Sample,Field,Sediment,NIA,PFDA,1.00E+03,4.21,2.11E+04,4.18,0.9945,FALSE
NIA_GroupF_Sediment_Sample_1_2x,Sample,Field,Sediment,NIA,PFDA,1.70E+03,4.19,2.24E+04,4.18,0.9944,FALSE
NIA_GroupF_Sediment_Sample_2_2x,Sample,Field,Sediment,NIA,PFDA,8.19E+02,4.2,1.62E+04,4.19,0.9981,FALSE
NIA_GroupF_Sediment_Sample_3_2x,Sample,Field,Sediment,NIA,PFDA,7.75E+02,4.18,1.60E+04,4.17,0.9945,FALSE
20MC_0 ng/mL,Calibration curve,Lab,N/A,20MC,PFHxS,6.96E+02,3.82,1.05E+04,3.82,1,FALSE
20MC_0.2 ng/mL,Calibration curve,Lab,N/A,20MC,PFHxS,1.74E+03,3.81,1.15E+04,3.79,1,FALSE
20MC_0.4 ng/mL,Calibration curve,Lab,N/A,20MC,PFHxS,2.63E+03,3.77,1.06E+04,3.78,1,FALSE
20MC_1 ng/mL,Calibration curve,Lab,N/A,20MC,PFHxS,4.99E+03,3.8,9.67E+03,3.78,1,FALSE
20MC_2 ng/mL,Calibration curve,Lab,N/A,20MC,PFHxS,9.32E+03,3.77,1.20E+04,3.78,1,FALSE
20MC_4 ng/mL,Calibration curve,Lab,N/A,20MC,PFHxS,1.98E+04,3.77,8.51E+03,3.78,1,FALSE
20MC_10 ng/mL,Calibration curve,Lab,N/A,20MC,PFHxS,4.65E+04,3.78,9.04E+03,3.77,1,FALSE
20MC_20 ng/mL,Calibration curve,Lab,N/A,20MC,PFHxS,9.16E+04,3.76,8.87E+03,3.77,1,FALSE
20MC_40 ng/mL,Calibration curve,Lab,N/A,20MC,PFHxS,1.40E+05,3.75,7.32E+03,3.75,1,FALSE
20MC_100 ng/mL,Calibration curve,Lab,N/A,20MC,PFHxS,3.35E+05,3.75,7.31E+03,3.73,1,FALSE
20MC_water_lab_blank,Blank,Lab,Water,20MC,PFHxS,2.12E+03,3.77,8.60E+03,3.77,1,FALSE
20MC_water_field_blank,Blank,Field,Water,20MC,PFHxS,0.00E+00,0,8.37E+03,3.75,1,FALSE
20MC_water_spike1,Spike,Field,Water,20MC,PFHxS,7.45E+04,3.75,7.18E+03,3.75,1,FALSE
20MC_water_spike2,Spike,Field,Water,20MC,PFHxS,7.37E+04,3.75,9.30E+03,3.74,1,FALSE
20MC_water_sample_1,Sample,Field,Water,20MC,PFHxS,0.00E+00,0,8.91E+03,3.74,100,FALSE
20MC_water_sample_2,Sample,Field,Water,20MC,PFHxS,0.00E+00,4.21,9.06E+03,3.74,100,FALSE
20MC_water_sample_3,Sample,Field,Water,20MC,PFHxS,0.00E+00,0,8.94E+03,3.73,100,FALSE
20MC_water_sample_4,Sample,Field,Water,20MC,PFHxS,0.00E+00,0,7.34E+03,3.73,100,FALSE
20MC_GroupC_sediment_lab_blank,Blank,Lab,Sediment,20MC,PFHxS,0.00E+00,0,3.52E+03,3.73,1,FALSE
20MC_GroupC_sediment_field_blank,Blank,Field,Sediment,20MC,PFHxS,0.00E+00,0,1.86E+03,3.75,1,FALSE
20MC_GroupC_sediment_field_spike,Spike,Field,Sediment,20MC,PFHxS,1.75E+04,3.7,2.91E+03,3.69,1,FALSE
20MC_GroupC_sediment_1,Sample,Field,Sediment,20MC,PFHxS,8.73E+03,3.83,4.82E+03,3.7,0.9993,FALSE
20MC_GroupC_sediment_2,Sample,Field,Sediment,20MC,PFHxS,8.19E+03,3.86,2.62E+03,3.7,0.9969,FALSE
20MC_GroupC_sediment_3,Sample,Field,Sediment,20MC,PFHxS,4.53E+03,3.85,1.32E+03,3.72,0.9964,FALSE
20MC_GroupA_Biota_Spike_2xdilution,Spike,Pestle,Biota,20MC,PFHxS,3.96E+03,3.7,5.23E+02,3.7,1,FALSE
20MC_GroupA_Mortar_Blank_2xdilution,Blank,Pestle,Biota,20MC,PFHxS,0.00E+00,0,9.82E+02,3.72,1,FALSE
20MC_GroupA_Crayfish_1_2xdilution,Sample,Pestle,Biota,20MC,PFHxS,0.00E+00,0,3.38E+03,3.72,1.0527,FALSE
20MC_GroupA_Crayfish_2_2xdilution,Sample,Pestle,Biota,20MC,PFHxS,0.00E+00,0,1.87E+03,3.72,1.0751,FALSE
20MC_GroupA_Catfish_1_2xdilution,Sample,Blender,Biota,20MC,PFHxS,0.00E+00,0,2.23E+03,3.69,1.0718,FALSE
20MC_GroupA_Catfish_4_2xdilution,Sample,Blender,Biota,20MC,PFHxS,0.00E+00,0,1.73E+03,3.69,1.152,FALSE
20MC_GroupA_Bug_3_2xdilution,Sample,Pestle,Biota,20MC,PFHxS,0.00E+00,0,1.21E+03,3.73,0.1101,FALSE
20MC_GroupA_sediment_lab_blank,Blank,Lab,Sediment,20MC,PFHxS,0.00E+00,0,4.59E+03,3.72,1,FALSE
20MC_GroupA_sediment_field_blank,Blank,Field,Sediment,20MC,PFHxS,0.00E+00,0,1.34E+03,3.72,1,FALSE
20MC_GroupA_sediment_field_spike,Spike,Field,Sediment,20MC,PFHxS,2.08E+04,3.72,2.61E+03,3.71,1,FALSE
20MC_GroupA_sediment_sample1,Sample,Field,Sediment,20MC,PFHxS,1.15E+04,3.85,4.23E+03,3.73,0.9952,FALSE
20MC_GroupA_sediment_sample2,Sample,Field,Sediment,20MC,PFHxS,8.81E+03,3.85,4.23E+03,3.71,0.9943,FALSE
20MC_GroupA_sediment_sample3,Sample,Field,Sediment,20MC,PFHxS,6.77E+03,3.85,3.52E+03,3.73,0.9996,FALSE
20MC_GroupB_Bug_2xdilution,Sample,Pestle,Biota,20MC,PFHxS,0.00E+00,0,1.80E+03,3.7,0.1,FALSE
20MC_GroupB_Mortar_Blank_2xdilution,Blank,Pestle,Biota,20MC,PFHxS,0.00E+00,0,1.25E+03,3.71,1,FALSE
20MC_GroupB_Bug_1_2xdilution,Sample,Pestle,Biota,20MC,PFHxS,0.00E+00,0,3.12E+03,3.7,0.2389,FALSE
20MC_GroupB_Bug_2_2xdilution,Sample,Pestle,Biota,20MC,PFHxS,0.00E+00,0,3.06E+03,3.69,0.0209,FALSE
20MC_GroupB_Bug_4_2xdilution,Sample,Pestle,Biota,20MC,PFHxS,0.00E+00,0,9.07E+02,3.71,0.0209,FALSE
20MC_GroupB_Crayfish_4_2xdilution,Sample,Pestle,Biota,20MC,PFHxS,0.00E+00,0,1.86E+03,3.71,0.8841,FALSE
20MC_GroupB_Crayfish_5_2xdilution,Sample,Pestle,Biota,20MC,PFHxS,0.00E+00,0,5.35E+02,3.75,1.0013,FALSE
20MC_GroupB_Catfish_2_2xdilution,Sample,Blender,Biota,20MC,PFHxS,0.00E+00,0,2.14E+02,3.7,1.9834,FALSE
20MC_GroupB_sediment_lab_blank,Blank,Lab,Sediment,20MC,PFHxS,0.00E+00,0,2.52E+03,3.73,1,FALSE
20MC_GroupB_sediment_field_blank,Blank,Field,Sediment,20MC,PFHxS,0.00E+00,0,5.23E+03,3.72,1,FALSE
20MC_GroupB_sediment_field_spike,Spike,Field,Sediment,20MC,PFHxS,2.25E+04,3.73,6.87E+03,3.72,1,FALSE
20MC_GroupB_sediment_sample1,Sample,Field,Sediment,20MC,PFHxS,1.57E+04,3.87,8.73E+03,3.72,1.0172,FALSE
20MC_GroupB_sediment_sample2,Sample,Field,Sediment,20MC,PFHxS,1.13E+04,3.87,8.00E+03,3.72,1.0119,FALSE
20MC_GroupB_sediment_sample3,Sample,Field,Sediment,20MC,PFHxS,1.24E+04,3.86,8.48E+03,3.71,1.0063,FALSE
20MC_GroupC_Mortar_Blank_2xdilution,Blank,Pestle,Biota,20MC,PFHxS,0.00E+00,0,5.25E+03,3.71,1,FALSE
20MC_GroupC_Biota_Spike_2xdilution,Spike,Pestle,Biota,20MC,PFHxS,3.61E+04,3.7,5.18E+03,3.7,1,FALSE
20MC_GroupC_Crayfish_3_2xdilution,Sample,Pestle,Biota,20MC,PFHxS,0.00E+00,0,2.14E+03,3.71,0.8155,FALSE
20MC_GroupC_Blender_Blank_2xdilution,Blank,Blender,Biota,20MC,PFHxS,0.00E+00,0,1.93E+03,3.69,1,FALSE
20MC_GroupC_Bluegill_Sunfish_2xdilution,Sample,Blender,Biota,20MC,PFHxS,0.00E+00,0,4.12E+03,3.71,0.1946,FALSE
20MC_GroupC_Catfish_3_2xdilution,Sample,Blender,Biota,20MC,PFHxS,0.00E+00,0,5.36E+01,3.68,1.0773,FALSE
20MC_GroupC_Nymphs_3_2xdilution,Sample,Homogenizer,Biota,20MC,PFHxS,0.00E+00,0,1.81E+03,3.73,0.5289,FALSE
20MC_GroupC_Slug_2xdilution,Sample,Homogenizer,Biota,20MC,PFHxS,0.00E+00,0,1.41E+03,3.7,0.5593,FALSE
20MC_GroupC_Beetle_2xdilution,Sample,Pestle,Biota,20MC,PFHxS,0.00E+00,0,2.32E+03,3.69,0.2705,FALSE
20MC_GroupC_Whirligig_2xdilution,Sample,Pestle,Biota,20MC,PFHxS,0.00E+00,0,1.48E+03,3.72,0.0547,FALSE
NIA_Water_Lab_Blank,Blank,Lab,Water,NIA,PFHxS,0.00E+00,0,2.37E+03,3.74,1,FALSE
NIA_Water_Field_Blank,Blank,Field,Water,NIA,PFHxS,0.00E+00,0,2.03E+03,3.73,1,FALSE
NIA_Water_Spike_1,Spike,Field,Water,NIA,PFHxS,1.99E+04,3.69,2.14E+03,3.75,1,FALSE
NIA_Water_Spike_2,Spike,Field,Water,NIA,PFHxS,2.45E+04,3.72,2.78E+03,3.73,1,FALSE
NIA_Water_Sample_1,Sample,Field,Water,NIA,PFHxS,4.44E+03,3.71,1.86E+03,3.7,100,FALSE
NIA_Water_Sample_2,Sample,Field,Water,NIA,PFHxS,7.63E+03,3.74,1.82E+03,3.74,100,FALSE
NIA_Water_Sample_3,Sample,Field,Water,NIA,PFHxS,4.60E+03,3.69,1.64E+03,3.69,100,FALSE
NIA_Water_Sample_4,Sample,Field,Water,NIA,PFHxS,4.85E+03,3.72,1.48E+03,3.7,100,FALSE
NIA_0 ng/mL,Calibration curve,Lab,N/A,NIA,PFHxS,0.00E+00,0,2.00E+03,3.71,1,FALSE
NIA_0.2 ng/mL,Calibration curve,Lab,N/A,NIA,PFHxS,2.49E+02,3.75,2.61E+03,3.69,1,FALSE
NIA_0.4 ng/mL,Calibration curve,Lab,N/A,NIA,PFHxS,5.62E+02,3.7,2.04E+03,3.72,1,FALSE
NIA_1 ng/mL,Calibration curve,Lab,N/A,NIA,PFHxS,1.46E+03,3.68,3.14E+03,3.72,1,FALSE
NIA_2 ng/mL,Calibration curve,Lab,N/A,NIA,PFHxS,4.28E+02,3.77,3.42E+03,3.73,1,FALSE
NIA_4 ng/mL,Calibration curve,Lab,N/A,NIA,PFHxS,7.01E+03,3.71,2.46E+03,3.71,1,FALSE
NIA_10 ng/mL,Calibration curve,Lab,N/A,NIA,PFHxS,2.14E+04,3.71,2.95E+03,3.72,1,FALSE
NIA_20 ng/mL,Calibration curve,Lab,N/A,NIA,PFHxS,3.66E+04,3.74,3.23E+03,3.73,1,FALSE
NIA_40 ng/mL,Calibration curve,Lab,N/A,NIA,PFHxS,6.19E+04,3.72,2.40E+03,3.71,1,FALSE
NIA_100 ng/mL,Calibration curve,Lab,N/A,NIA,PFHxS,1.41E+05,3.71,2.22E+03,3.72,1,FALSE
NIA_GroupF_Blender_Blank_2x,Blank,Blender,Biota,NIA,PFHxS,0.00E+00,0,6.07E+02,3.7,1,FALSE
NIA_GroupF_Biota_Spike_2x,Spike,Blender,Biota,NIA,PFHxS,4.09E+03,3.72,1.12E+03,3.72,1,FALSE
NIA_GroupF_Mortar_Blank_2x,Blank,Pestle,Biota,NIA,PFHxS,0.00E+00,0,3.75E+02,3.73,1,FALSE
NIA_GroupF_Homogenizer_Blank_2x,Blank,Homogenizer,Biota,NIA,PFHxS,0.00E+00,0,8.21E+02,3.69,1,FALSE
NIA_GroupF_Crayfish_20x,Sample,Pestle,Biota,NIA,PFHxS,0.00E+00,0,6.78E+02,3.74,1.338,FALSE
NIA_GroupF_Bug_20x,Sample,Pestle,Biota,NIA,PFHxS,0.00E+00,0,1.25E+03,3.7,0.2843,FALSE
NIA_GroupF_Shrimp_1_20x,Sample,Homogenizer,Biota,NIA,PFHxS,0.00E+00,0,7.50E+02,3.71,0.9854,FALSE
NIA_GroupF_Shrimp_2_20x,Sample,Homogenizer,Biota,NIA,PFHxS,0.00E+00,0,9.20E+02,3.69,1.0054,FALSE
NIA_GroupF_Shrimp_3_20x,Sample,Homogenizer,Biota,NIA,PFHxS,0.00E+00,0,5.53E+02,3.74,1.0363,FALSE
NIA_GroupF_Shrimp_4_20x,Sample,Homogenizer,Biota,NIA,PFHxS,0.00E+00,0,4.88E+02,3.72,1.2382,FALSE
NIA_GroupF_Catfish_1A_20x,Sample,Blender,Biota,NIA,PFHxS,0.00E+00,0,9.10E+02,3.7,1.0587,FALSE
NIA_GroupF_Catfish_1B_20x,Sample,Blender,Biota,NIA,PFHxS,0.00E+00,0,5.75E+02,3.69,1.1866,FALSE
NIA_GroupF_Catfish_1C_20x,Sample,Blender,Biota,NIA,PFHxS,0.00E+00,0,7.39E+02,3.75,1.4201,FALSE
NIA_GroupF_Catfish_2_20x,Sample,Blender,Biota,NIA,PFHxS,0.00E+00,0,7.20E+02,3.77,0.4611,FALSE
NIA_GroupF_Catfish_3_20x,Sample,Blender,Biota,NIA,PFHxS,0.00E+00,0,6.04E+02,3.71,0.4665,FALSE
NIA_GroupF_Catfish_4_20x,Sample,Blender,Biota,NIA,PFHxS,0.00E+00,0,1.46E+03,3.71,0.424,FALSE
